0,2.35E-12,-316,-18.2216
0.001941748,-0.613588,-315.994,-18.2163
0.003883496,-1.22715,-315.976,-18.2109
0.005825243,-1.84067,-315.946,-18.2054
0.007766991,-2.45412,-315.905,-18.1997
0.009708739,-3.06748,-315.851,-18.1939
0.011650487,-3.68072,-315.786,-18.1879
0.013592235,-4.29383,-315.709,-18.1818
0.015533983,-4.90677,-315.619,-18.1755
0.01747573,-5.51952,-315.518,-18.1691
0.019417478,-6.13207,-315.405,-18.1624
0.021359226,-6.74439,-315.28,-18.1556
0.023300974,-7.35646,-315.144,-18.1487
0.025242722,-7.96824,-314.995,-18.1415
0.02718447,-8.57973,-314.835,-18.1342
0.029126217,-9.1909,-314.663,-18.1267
0.031067965,-9.80171,-314.478,-18.119
0.033009713,-10.4122,-314.282,-18.1112
0.034951461,-11.0222,-314.075,-18.1031
0.036893209,-11.6319,-313.855,-18.0949
0.038834957,-12.2411,-313.624,-18.0864
0.040776704,-12.8498,-313.38,-18.0778
0.042718452,-13.4581,-313.125,-18.069
0.0446602,-14.0658,-312.858,-18.06
0.046601948,-14.673,-312.58,-18.0508
0.048543696,-15.2797,-312.289,-18.0414
0.050485444,-15.8858,-311.987,-18.0319
0.052427191,-16.4913,-311.673,-18.0221
0.054368939,-17.0962,-311.348,-18.0122
0.056310687,-17.7004,-311.01,-18.002
0.058252435,-18.304,-310.661,-17.9917
0.060194183,-18.9069,-310.301,-17.9812
0.062135931,-19.509,-309.928,-17.9705
0.064077678,-20.1105,-309.544,-17.9596
0.066019426,-20.7111,-309.148,-17.9486
0.067961174,-21.311,-308.741,-17.9373
0.069902922,-21.9101,-308.322,-17.9259
0.07184467,-22.5084,-307.891,-17.9142
0.073786418,-23.1058,-307.449,-17.9024
0.075728165,-23.7024,-306.995,-17.8904
0.077669913,-24.298,-306.53,-17.8783
0.079611661,-24.8928,-306.053,-17.8659
0.081553409,-25.4866,-305.565,-17.8534
0.083495157,-26.0794,-305.065,-17.8407
0.085436905,-26.6713,-304.553,-17.8278
0.087378652,-27.2621,-304.03,-17.8147
0.0893204,-27.852,-303.496,-17.8015
0.091262148,-28.4408,-302.95,-17.7881
0.093203896,-29.0285,-302.393,-17.7745
0.095145644,-29.6151,-301.825,-17.7607
0.097087392,-30.2006,-301.245,-17.7468
0.099029139,-30.785,-300.653,-17.7327
0.100970887,-31.3682,-300.051,-17.7184
0.102912635,-31.9502,-299.437,-17.704
0.104854383,-32.531,-298.812,-17.6893
0.106796131,-33.1106,-298.176,-17.6746
0.108737879,-33.689,-297.528,-17.6596
0.110679626,-34.2661,-296.869,-17.6445
0.112621374,-34.8419,-296.199,-17.6292
0.114563122,-35.4164,-295.518,-17.6138
0.11650487,-35.9895,-294.826,-17.5981
0.118446618,-36.5613,-294.122,-17.5824
0.120388366,-37.1317,-293.408,-17.5664
0.122330113,-37.7007,-292.682,-17.5503
0.124271861,-38.2683,-291.946,-17.534
0.126213609,-38.8345,-291.198,-17.5176
0.128155357,-39.3992,-290.44,-17.501
0.130097105,-39.9624,-289.671,-17.4842
0.132038853,-40.5241,-288.89,-17.4673
0.1339806,-41.0843,-288.099,-17.4502
0.135922348,-41.643,-287.297,-17.433
0.137864096,-42.2,-286.484,-17.4155
0.139805844,-42.7555,-285.661,-17.398
0.141747592,-43.3094,-284.826,-17.3802
0.14368934,-43.8616,-283.981,-17.3623
0.145631087,-44.4122,-283.125,-17.3443
0.147572835,-44.9611,-282.259,-17.326
0.149514583,-45.5084,-281.382,-17.3076
0.151456331,-46.0539,-280.494,-17.2891
0.153398079,-46.5976,-279.596,-17.2704
0.155339827,-47.1397,-278.687,-17.2515
0.157281574,-47.6799,-277.768,-17.2324
0.159223322,-48.2184,-276.838,-17.2132
0.16116507,-48.755,-275.898,-17.1938
0.163106818,-49.2898,-274.947,-17.1743
0.165048566,-49.8228,-273.987,-17.1546
0.166990314,-50.3538,-273.015,-17.1347
0.168932061,-50.883,-272.034,-17.1147
0.170873809,-51.4103,-271.042,-17.0945
0.172815557,-51.9356,-270.04,-17.0741
0.174757305,-52.459,-269.028,-17.0535
0.176699053,-52.9804,-268.006,-17.0328
0.178640801,-53.4998,-266.974,-17.0119
0.180582548,-54.0171,-265.931,-16.9909
0.182524296,-54.5325,-264.879,-16.9696
0.184466044,-55.0458,-263.817,-16.9482
0.186407792,-55.557,-262.744,-16.9266
0.18834954,-56.0662,-261.662,-16.9049
0.190291288,-56.5732,-260.57,-16.883
0.192233035,-57.0781,-259.468,-16.8608
0.194174783,-57.5808,-258.357,-16.8386
0.196116531,-58.0814,-257.235,-16.8161
0.198058279,-58.5798,-256.104,-16.7934
0.200000027,-59.076,-254.964,-16.7706
0.201941775,-59.5699,-253.814,-16.7476
0.203883522,-60.0616,-252.654,-16.7244
0.20582527,-60.5511,-251.484,-16.701
0.207767018,-61.0383,-250.306,-16.6775
0.209708766,-61.5232,-249.117,-16.6537
0.211650514,-62.0057,-247.92,-16.6297
0.213592262,-62.4859,-246.713,-16.6056
